,name,titles,rating,comments
1710,Abhishek,100% Authentic product by Appario!,2,"No comments on Quality of Apple, this is my 5th iPhone.Only fear was Authenticity and reliability of what exactly is going to be delivered.IT WAS iPhone 11 ONLY and 100% Real, Original and Sealed One...!Thank you Amazon and Appario."
1711,Shashi Mohan Kaushik,Go for it without a doubt,5,"This is my first Iphone. I loved it. Never ever compare it with an android phone. Terrific camera, excellent battery life, smooth performance,great ram management, excellent build quality. Green color is one of the best. Go for it."
1712,Nikita saini,We can trust amazon,5,Ya hopefully it was good thanx Amazon I heard many of rumor of clone iPhones but we can trust amazon
1713,Charu Bhardwaj,Amazing Battery life!,5,"No need to tell about iphone's quality as it is always better than others. But this time, I got a very strong battery life.  That was a pain point for iPhone. they resolved it. Great!"
1714,Irfan shaikh,Best Camera in a smartphone,5,"The above photo has been taken in compete dark without flash with no visibility.  Exceptional camera keeping in mind the small sensor, battery is surpassingly good and I’m using it in dual sim mode. As always apple products are top notch"
1715,Gourav ghar,Genuine product not fake.,5,"I was afraid that there would be fake product as now a days its going on,. But thank GOD its genuine as i have checked its serial number on apple site.  DARSHITA ELECTRONIC is the provider. Thanks"
1716,Abhishek,How to get this fixed,2,After using for 5 days the camera is getting blurred pictures...the phone is hanging which is unbelievable with iPhone...
1717,Prathmesh,Very high speed phone I loved it.,5,"I like the phone features it’s very smooth to use it’s face I’d is very fast to unlock this phone, I used phone from 10 days and I’m happy to upgrade androids to iPhone."
1718,Vikram,avg,4,heating too much while charging.
1719,Ankit,Disappointed with the price slash,5,Product is goodNot satisfied with the battery performancePrice slashed and reduced by 10000 rs after i bought
1720,Shubhi,Great deal at good price..!!,4,Amazing phone with nice feature set.Look and feel of it is great. And at 50k price it is worth the go.Amazon deal is better than apple online store as it provides phone with charger and earbuds.
1721,TulasiRam,Awesome,4,Awesome phone
1722,Abhishek,Good to have this one,2,"Great revolutions in iPhone, great camera connectivity sound quality little bit sleepy but it’s manageable"
1723,joby,Best phone ever🌸,5,Absolutely amazing ♥️ Best iphone ever.I was using iphone 6 since last 3 years and now upgraded to iphone 11. This smartphone is a beast for sure: 4k video recording/ Amazing camera even in night. Nothing can be better than this phone✌🏻
1724,Jaspreet Singh,My companion ❤️,4,In this price category the iPhone 11 is only best phone.Super camera 📷Smooth touch and brilliant screen colour.And logo of cutting apple 😍
1725,Amazon Customer,"Real, new iPhone",5,Super happy with the real new iPhone
1726,Thamilarasan,"Super phone, great battery and good camera.",5,"Super phone, great battery and good camera. Thanks to Amazon."
1727,Shubham Bhatt,Gud,5,Gud
1728,Abhishek,Super phone is iphone,2,Quality phone with good battery and excellent camera quality.  A complete package is iphone 11
1729,Shashvat kumar,No proper accessories felt bad 😕,5,Phone s awesome but Felt very bad that there s no earphones an adaptor fir iphone 11 64gb ..but others r getting earphone an adaptor ..y did amazon or other seller did such mismatch
1730,Abhishek S,As a user I won’t recommend,4,I’m  a bit disappointed because  the phone is heating too much. sometimes I thought its gonna blast
1731,Bijesh Balan,Amazing experience at Hand,5,"Its an amazing experience in using the phone!!!  pics, siri shortcuts......unlocking feature is flawless even during pitch dark... i'm enjoying the phone and its featuresNo fingerprinter but its enabled face unlock works great!!!"
1732,Jigar Shah,Original product,4,I thought the product might be 1st copy or something but No the product is very much original and i have been using it for last 2months and it still works like the original.
1733,Venkat N. Karlapalem,Amazon customer service should really learn some service. High time.,5,After using for two days the display was messed. Reflection of the upper part was there in the lower part. And hands down Amazon customer service was so helpful (sarcastic sigh) I literally had to beg the Apple store guys to give me a decline letter. This is a review about Amazon customer service.
1734,Abhishek,Good product.’,2,It’s goodAnd I checked my iMei numberAnd it is originalIt’s good
1735,Shervir singh,Good quality,4,Nice
1736,Shashank Shekhar Pant,Good product,5,Overall reliable and good. Speedy delivery.
1737,Sagar Dubey,99 percentage battery health,5,"                    The media could not be loaded.
                



 Nothing to dislike"
1738,M Kharwanlang,Nice,5,"                    The media could not be loaded.
                "
1739,nskblr,Value for money.,4,I am premium smart phone user since many years .. apple iphone never disappoints. From s7 edge to iphone 7 to iphone 11 .. every buy was worth.Thanks to amazon for early and quality delivery.
1740,Abhishek,Very nice product,2,"Always like the apple product, updated from iPhone 7 to 11. Product is very good with good battery life and everything is working perfectly. No defects to mention. Also quick delivery by Amazon."
1741,Muskan kedia,Great phone!,5,The phone is amazing as expected. But the delivery was slow by Amazon and the delivery executives were having problems in their app during phone exchange. Probably some training to their delivery executives will help resolve future concerns.
1742,Arko Roy,iPhone 11 quality is much not better,5,Camera quality not iPhone likeBattery desease issue
1743,Manju,Ok,4,Like
1744,Akshay Singh,Great phone,5,"Amazing phone, worth every single pennyBrilliant camera and really smooth plus easy-to-use interface!!"
1745,kuldeep,Amazing 😁,4,Apple should include the charging adapter with the product
1746,Abhishek,The retailer you are chosing is the most important factor.,2,Please do not buy iphone from amazon.My one speaker is not working at all.The price variance is just 2k-4k from online to offline.Better go and buy from store.
1747,Sumayya takreem,Phone is nice so is the price,5,Only issue that i am facing is that the proximity sensor is not working properly during calls
1748,rajesh,Bleh,5,:pIt’s a good one just go for it if it’s in your budget.Con : it’s big.(That’s what she said)
1749,Sneha,Not bad,5,Everything is good but battery life is little bit disappointed and also heating issues is disappointed
1750,Fatima rebello,Superb Go for it,5,I was a bit confused once i read the reviews but when it delivered today everything is working fine. Once I switched it on it was heating a bit but post IOS14 update I don’t face any issue
1751,Pankaj R.,Complete package consider form factor!!,4,You know u will get awesome camera but also the battery life is quite goodJust the notch bugs me and the form factor is the thing u must consider.Rest is all good!!Sharing some camera samples
1752,Abhishek,Everything is Great about the iPhone 11...except for its thickness...wish it was slimmer!,2,"I bought this as a surprise gift for my dear wife who was using an iPhone 6S earlier. She says and I  ""Everything is Great about iPhone 11...except for its thickness...wish it was slimmer!"""
1753,sahil,The best phone in the market,5,"Arguably the best performing phone in the market. Unmatched performance, top level camera quality and the promise and assurance of an Apple product all in one. The only issue is with the slow 5w charger which takes approx 3 hours for full charge."
1754,Emy...,Its good..!,5,One of the best iphone under affordable price in GREAT INDIAN SALE .Better the iphone comes up with 18W adapter and not 5W.Usaully 5W adapter takes 2 hrs to charge up 0-100%.Only its the major problem in it.
1755,Venkat,Superb,4,Received one day prior of delivery date. Received Original n without any defect. 👍🏽👍🏽
1756,Sanish P,Good one,5,I liked it
1757,RAJEEVAN M,Best iPhone till now,4,Back to basics I moved from android to iPhone after 5 years and no regrets. Absolutely awesome piece of tech from hardware to software all the small details are kept in mind and handled well. Only thing I miss is fast charger that’s it
1758,Abhishek,Mobile weight is more than its standard weight,2,Mobile weight is exceeding 194 grm as per standard weight  of device. Its observed 199 grm. Don’t know the reason behind this. Please check the weight of your device after unboxing. My other iphone 11 which is 128 gb variant has 194.5 gram weight.
1759,Avishek ,absolutely worth it,5,why's everyone writing negative review about phone getting heat up. PLEASE UPDATE. There's a reason for that.It's all fine and it took only 3/4 days to arrive for me so yeah
